"id","name","category","low_price","high_price","median_price","description"
"4060","AITS","Data Analytics and Management",NULL,NULL,NULL,"AITS is one of the leading AI Companies in Singapore that provides AI services across the globe. Our services include Machine Learning, Automation and more."
"4061","AI Workspace","Data Analytics and Management",NULL,NULL,NULL,"AI Workspace is a leading provider of Data Annotation, Data Labeling, and Generative AI solutions for AI and Machine Learning organizations."
"4062","Alan AI","Data Analytics and Management",NULL,NULL,NULL,"AI solutions to boost productivity and streamline operations with conversational AI technology."
"4063","Algospark","Data Analytics and Management",NULL,NULL,NULL,"Algospark is an innovative applied AI and business transformation partner. We design, deliver and manage responsible artificial intelligence solutions."
"4064","Alteia","Data Analytics and Management",NULL,NULL,NULL,"At Alteia we create visual intelligence using AI to analyze and distribute visual data at scale."
"4065","AlgoFace","Data Analytics and Management",NULL,NULL,NULL,"AlgoFace is an ethical face AI engine for 2D/3D applications across multiple platforms."
"4066","Allganize","Data Analytics and Management",NULL,NULL,NULL,"Allganize provides enterprise-level AI solutions, including customizable large language model (LLM) applications, infrastructure, and app market."
"4067","Alegion","Data Analytics and Management",NULL,NULL,NULL,"Our data annotation and data collection services empower your AI through skilled workforces, quality data, and proven partnerships."
"4068","alwaysAI","Data Analytics and Management",NULL,NULL,NULL,"Explore cutting-edge computer vision solutions by alwaysAI. Accelerate innovation with real-time AI-powered vision applications for your business."
"4069","Altera","Data Analytics and Management",NULL,NULL,NULL,"Altera is an applied research lab building Agents. We are a team of scientists, engineers, entrepreneurs and enterprise leaders designing a better future with digital human beings."
"4070","Amethix","Data Analytics and Management",NULL,NULL,NULL,"Amethix works to create and maximize the impact of the world's leading corporations and startups, so they can create a better future for everyone they serve."
"4071","Anastasia","Data Analytics and Management",NULL,NULL,NULL,"Anastasia uses AI to enhance business efficiency by harnessing data from sales, inventory, and customers while considering macroeconomic trends."
"4072","AntWorks","Data Analytics and Management",NULL,NULL,NULL,"Global enterprises use AntWorks' CMR+ to process millions of structured and unstructured documents."
"4073","Anzyz","Data Analytics and Management",NULL,NULL,NULL,"AI company empowering rapid insights from unstructured text data with a self-learning solution."
"4074","Archeron Group","Data Analytics and Management",NULL,NULL,NULL,"Archeron Group is a thought leader in Artificial Intelligence and Quantum Technologies with headquarters in Abu Dhabi and development center in Bangalore."
"4075","AppTek","Data Analytics and Management",NULL,NULL,NULL,"AppTek provides automatic speech recognition, machine learning and artificial intelligence to transform speech into valuable data."
"4076","Aquant","Data Analytics and Management",NULL,NULL,NULL,"Aquant gives service leaders, agents, and techs the critical intelligence they need, right when they need it."
"4077","Archetype AI","Data Analytics and Management",NULL,NULL,NULL,"Archetype AI is a physical AI company helping humanity make sense of the world by revealing the world’s hidden patterns and behaviors using AI."
"4078","Amelia","Data Analytics and Management",NULL,NULL,NULL,"01389 Amelia, formerly known as IPsoft, is an American technology company."
"4079","Arctop","Data Analytics and Management",NULL,NULL,NULL,"Our software applies AI to electric measurements of brain activity to translate feelings, reactions, and intent."
"4080","Arthur","Data Analytics and Management",NULL,NULL,NULL,"Arthur is the industry-leading MLOps platform that simplifies deployment, monitoring, and management of traditional and generative AI models."
"4081","Arize AI","Data Analytics and Management",NULL,NULL,NULL,"Increase model velocity and improve AI outcomes with Arize AI’s ML observability platform. Discover issues, diagnose problems, and improve performance."
"4082","Artivatic.ai","Data Analytics and Management",NULL,NULL,NULL,"Artivatic helps businesses to create Human-brain like intelligent system based on genomics and neuroscience capabilities to scale efficiency.    Artivatic Data Labs is a young dynamic company into artificial intelligence, head quartered in Bengaluru, I..."
"4083","Arrikto","Data Analytics and Management",NULL,NULL,NULL,"Arrikto’s Enterprise Kubeflow distribution is a complete MLOps platform that reduces costs, while accelerating the delivery of scalable models from laptop to production."
"4084","Artificial Solutions","Data Analytics and Management",NULL,NULL,NULL,"Conversational AI is a form of Artificial Intelligence that allows people to communicate with applications, websites & devices in everyday natural language"
"4085","Aryballe","Data Analytics and Management",NULL,NULL,NULL,"Aryballe combines biochemical sensors, advanced optics, and machine learning to provide odor analytics solutions."
"4086","AssemblyAI","Data Analytics and Management",NULL,NULL,NULL,"Progress in AI is moving at an unprecedented pace. At AssemblyAI, we keep our pulse on the latest developments and breakthroughs in AI research and use these advances to inform our production-ready AI models. Developers and product teams use our API to access state-of-the-art AI models to transcribe and understand speech, and build AI-powered features faster."
"4087","AskHandle","Data Analytics and Management",NULL,NULL,NULL,"Enhance your customer support workflows using generative AI and delight your customers with AskHandle. Start for free!"
"4088","Assaia","Data Analytics and Management",NULL,NULL,NULL,"Assaia’s AI solution is built to optimize the KPIs Airlines and Airports are obsessed to improve."
"4089","Arria NLG","Data Analytics and Management",NULL,NULL,NULL,"Arria NLG plc is a New Zealand based company with headquarters in the US."
"4090","Autoblocks","Data Analytics and Management",NULL,NULL,NULL,"Autoblocks AI is a leading provider of AI-powered visual analytics platforms, helping businesses build, test, and deploy reliable AI applications with a focus on safety and compliance."
"4091","Automaton AI","Data Analytics and Management",NULL,NULL,NULL,"Leading AI, ML, and computer vision platforms for enterprises with a mission to democratize data."
"4092","AutoRFP.ai","Data Analytics and Management",NULL,NULL,NULL,"AutoRFP.ai is an innovative AI RFP Software that automates the response process for Requests for Proposals (RFPs). By leveraging Generative AI, it generates high-quality responses in seconds, streamlining collaboration and enhancing productivity for sa..."
"4093","Avaamo","Data Analytics and Management",NULL,NULL,NULL,"Learn how to separate hype from reality, and turn artificial intelligence (AI) into real business value with our generative conversational AI platform."
"4094","Avicenna.AI","Data Analytics and Management",NULL,NULL,NULL,"Avicenna.AI develops advanced AI-based tools to empower emergency radiology and incidental findings detection in CT scans."
"4095","Avalor AI","Data Analytics and Management",NULL,NULL,NULL,"Enhancing unmanned systems with autonomy, enabling them to autonomously plan, coordinate, and execute complex missions cooperatively."
"4096","Avanseus","Data Analytics and Management",NULL,NULL,NULL,"Avanseus provides digital solutions to monitor, maintain, and optimize the operations of your assets."
"4097","Axelera AI","Data Analytics and Management",NULL,NULL,NULL,"We offer a powerful, energy-efficient, cost-effective, user-friendly AI hardware and software platform to accelerate computer vision in edge devices."
"4098","Axion Ray","Data Analytics and Management",NULL,NULL,NULL,"Put AI in the hands of your engineers to automatically detect, investigate, & resolve quality issues, months faster."
"4099","Baseten","Data Analytics and Management",NULL,NULL,NULL,"Effortlessly serve optimized open source & custom models on the fastest, most reliable model delivery network"
"4100","Berkeley AI Group","Data Analytics and Management",NULL,NULL,NULL,"Berkeley AI Group is a student-driven corporation empowering organizations with contemporary AI strategies and youthful innovation."
"4101","Beehive AI","Data Analytics and Management",NULL,NULL,NULL,"With Generative AI built for modern analysis and trained on your unique data, Beehive AI helps deliver timely, meaningful insights into customer behavior."
"4102","BEN","Data Analytics and Management",NULL,NULL,NULL,"BEN provides human-like AI responses using natural language, combining the ability to remember customer details and solve problems in real-time."
"4103","BlackStraw","Data Analytics and Management",NULL,NULL,NULL,"BlackStraw aims to simplify AI with its end-to-end artificial intelligence platform, enhancing business efficiency and operations."
"4104","BigML","Data Analytics and Management",NULL,NULL,NULL,"BigML's goal is to create a machine learning service extremely easy to use and seamless to integrate."
"4105","Beyond Limits","Data Analytics and Management",NULL,NULL,NULL,"Transform your business with AI that delivers transparent, auditable recommendations to empower your workforce. Get more value from your data today!"
"4106","bizAmica","Data Analytics and Management",NULL,NULL,NULL,"AI-powered bizAmica ensures secure document processing for quicker decisions."
"4107","Bitext","Data Analytics and Management",NULL,NULL,NULL,"Our framework offers a variety of service to solve all your NLP requests: chatbots, parsing, lemmatization, sentiment analysis. > Over 90% accuracy."
"4108","Black Hills AI","Data Analytics and Management",NULL,NULL,NULL,"Black Hills AI is a company that provides automated IP docketing and IP legal services. They offer a powerful and secure AI assistant called Otto™ to help with docketing tasks, saving valuable time. Their services connect to major docketing systems and..."
"4109","Blackthorn.ai","Data Analytics and Management",NULL,NULL,NULL,"blackthorn.ai offers a complete cycle of AI product development services focusing on healthcare, life sciences, and fintech industries."
"4110","Blaize","Data Analytics and Management",NULL,NULL,NULL,"Unleash the potential of AI with new edge computing hardware & software platforms that are more efficient, more flexible, more accurate & more cost effective."
"4111","BlueTensor","Data Analytics and Management",NULL,NULL,NULL,"Boost your revenue and productivity with Artificial Intelligence provided by BlueTensor."
"4112","Boam.ai","Data Analytics and Management",NULL,NULL,NULL,"boam.ai leverages AI, proprietary data, and industry expertise to transform hospitality, empowering customers and businesses with next-gen restaurant intelligence."
"4113","Blue Eye Soft","Data Analytics and Management",NULL,NULL,NULL,"Blue Eye Soft Corp is an IT and ITES company based in South Carolina focusing on Business Intelligence, Predictive Analytics, and various IT services."
"4114","Boost.ai","Customer Support",NULL,NULL,NULL,"Boost.ai is a Conversational AI Platform for Enterprises which provides powerful AI-powered chat and voice bots to take the heat off contact centers, deliver outstanding customer experiences and automate at scale. It also offers Large Language Models to improve virtual agent development with precise, flexible and cost-effective intent matching."
"4115","Bootloader","Data Analytics and Management",NULL,NULL,NULL,"Bootloader is a pioneering startup focused on enhancing digital lives through emotionally engaging digital companions."
"4116","Botanalytics","Data Analytics and Management",NULL,NULL,NULL,"Botanalytics is a conversational analytics tool for chatbots and virtual assistants. Identify bottlenecks, understand intents and segment conversations."
"4117","bot.co","Data Analytics and Management",NULL,NULL,NULL,"We’re building robots that give you time back. Everyone is busy. Bots can help."
"4118","Botco.ai","Data Analytics and Management",NULL,NULL,NULL,"Elevate customer engagement with innovative conversational AI solutions by Botco.ai."
"4119","Botika","Data Analytics and Management",NULL,NULL,NULL,"Botika is a company developing advanced conversational AI technologies revolutionizing the way we interact with technology."
"4120","Botminds","Data Analytics and Management",NULL,NULL,NULL,"Botminds AI helps enterprises to Capture, Search, Analyze and Automate Document and Web data."
"4121","BotsCrew","Data Analytics and Management",NULL,NULL,NULL,"End-to-end chatbot development services without scramble & stress"
"4122","Brevian","Data Analytics and Management",NULL,NULL,NULL,"Brevian is an end-to-end platform that enables business users to build custom, secure AI agents without coding or building data pipelines."
"4123","Braintrust Data","Data Analytics and Management","17500.00","42240.00","30000.00","Braintrust is the enterprise-grade stack for building AI products. From evaluations, to logging, to prompt playground, to data management, they take uncertainty and tedium out of incorporating AI into your business."
"4124","BrightPoint AI","Data Analytics and Management",NULL,NULL,NULL,"BrightPoint AI offers AI consulting services in AI, IoT, Machine Learning, and RPA across USA, Canada, UAE, Africa, and India."
"4125","Bright Apps","Data Analytics and Management",NULL,NULL,NULL,"Bright Apps: Pioneering AI, blockchain & quantum solutions for enterprises & governments. Ethical, human-centric tech shaping the digital future."
"4126","Bruviti","Data Analytics and Management",NULL,NULL,NULL,"Boost results with Bruviti's AI to improve fix rates, reduce costs, and enhance customer satisfaction."
"4127","Bryte Systems","Data Analytics and Management",NULL,NULL,NULL,"Bryte Systems is a SaaS platform for predictive analytics and machine learning."
"4128","BStriker","Data Analytics and Management",NULL,NULL,NULL,"Sharing our brain to make any software sharp..give it a try!"
"4129","Byword","Data Analytics and Management",NULL,NULL,NULL,"Generate high quality, AI-written articles at scale."
"4130","Business Insight Corporation","Data Analytics and Management",NULL,NULL,NULL,"We harness deep reasoning in AI to provide cutting-edge business insights and solutions."
"4131","Camvi","Data Analytics and Management",NULL,NULL,NULL,"We provide state-of-the-art high performance, cost-effective cloud native Vision AI platform to detect and recognize persons, vehicles, objects."
"4132","Cartesiam","Data Analytics and Management",NULL,NULL,NULL,"Free software tools to embed Machine Learning on STM32 MCU and MPU. Edge AI can improve your product in a simple, fast, and cost-effective way."
"4133","Cerebrum Tech","Data Analytics and Management",NULL,NULL,NULL,"An initiative that rises from Turkey with the aim of being one of the leading tech companies at global scale."
"4134","Chalk","Data Analytics and Management",NULL,NULL,NULL,"Chalk’s data platform provides the essential building blocks for machine learning with an experience developers love."
"4135","Chat.ai","Data Analytics and Management",NULL,NULL,NULL,"Chat.ai provides access to A.I. Assistants, Agents, and A.I. Automation, enabling developers to distribute A.I. Agents."
"4136","Chatbase","Data Analytics and Management",NULL,NULL,NULL,"Chatbase is a specialized product that provides customized ChatGPT for your specific data needs. It enables a more personalized and efficient chat experience by tailoring AI chat models to your unique data set."
"4137","Chatterbox Labs","Data Analytics and Management",NULL,NULL,NULL,"Chatterbox Labs independently validates AI models & data, generating quantitative AI risk metrics at scale with their patented AIMI platform."
"4138","Citibeats","Data Analytics and Management",NULL,NULL,NULL,"Add humanity to your data. The Citibeats AI Platform discovers, categorizes and synthesizes social trends and people's most relevant concerns. #AIforGood."
"4139","Chooch AI","Data Analytics and Management",NULL,NULL,NULL,"Chooch AI Vision combines computer vision with Generative AI to analyze video and images to gather faster, more precise insights."
"4140","Cimba","Data Analytics and Management",NULL,NULL,NULL,"Cimba enables businesses to create smart AI assistants without coding."
"4141","ClearML","Data Analytics and Management",NULL,NULL,NULL,"ClearML is an open source, end-to-end machine learning platform that enables enterprises to easily develop, integrate, ship, and improve AI models at any scale. With just a few lines of code, ClearML provides a unified platform for continuous AI, allowing users to customize their experience with modules and tools they already have."
"4142","ClearBrain","Data Analytics and Management",NULL,NULL,NULL,"Predict who will upgrade or churn tomorrow. Use A.I. to retarget the right users. Set up in minutes without any code."
"4143","Click AI","Data Analytics and Management",NULL,NULL,NULL,"AI animation videos for product marketers"
"4144","Clearbox AI","Data Analytics and Management",NULL,NULL,NULL,"Enrich, unlock and assess your datasets with Clearbox AI and its synthetic data solutions."
"4145","Clostra","Data Analytics and Management",NULL,NULL,NULL,"Clostra AI uses ML/DL for government and private sector decisions, enhancing legacy capabilities."
"4146","Cloudai Solutions","Data Analytics and Management",NULL,NULL,NULL,"Cloudai Solutions is a next-generation AI company focused on empowering businesses with essential AI technology."
"4147","CloudMinds","Data Analytics and Management",NULL,NULL,NULL,"CloudMinds is a cloud intelligent robot operator providing professional robot operation services to clients from various industries."
"4148","ClusterLab","Data Analytics and Management",NULL,NULL,NULL,"ClusterLab is an AI company that develops Arabic language models. We create AI solutions for businesses to manage their knowledge and serve customers better."
"4149","CodeBaby","Data Analytics and Management",NULL,NULL,NULL,"Transforming Customer Interactions with AI-Powered Virtual Assistants. Create Your Own Avatar to revolutionize customer experiences."
"4150","CMOR Group","Data Analytics and Management",NULL,NULL,NULL,"CMOR Group delivers artificial intelligence-based software to enhance various sectors, including cybersecurity."
"4151","Code Hive Technologies","Data Analytics and Management",NULL,NULL,NULL,"We evaluate your data infrastructure and processes to identify gaps and prepare you for successful AI integration."
"4152","Cogniac","Data Analytics and Management",NULL,NULL,NULL,"Cogniac maximizes the value of your visual data using its automated AI computer vision system."
"4153","Cognistx","Data Analytics and Management",NULL,NULL,NULL,"Cognistx harnesses the power of AI to solve real-world business problems and enhances company productivity through AI-driven products like SQUARE and DQE."
"4154","Coefficient","Data Analytics and Management",NULL,NULL,NULL,"Coefficient is a data consultancy offering services in data science, engineering, infrastructure, and AI-related services."
"4155","CogniAIm","Data Analytics and Management",NULL,NULL,NULL,"CogniAIm delivers business value through AI, creating human-like technology with AI-enabled Chatbots."
"4156","Cogent Labs","Data Analytics and Management",NULL,NULL,NULL,"Cogent Labs is a Tokyo-based AI startup assembling a team of preeminent researchers and engineers who will shape the future."
"4157","Cognition","Data Analytics and Management",NULL,NULL,NULL,"We are an applied AI lab building end-to-end software agents."
"4158","Cohere.ai","Data Analytics and Management",NULL,NULL,NULL,"Cohere provides access to advanced Large Language Models and NLP tools through one easy-to-use API. Get started for free."
"4159","COGNITIVE CODE","Data Analytics and Management",NULL,NULL,NULL,"The patented AI platform that allows you to add conversationally intelligent interactive voice experiences with your technology and applications."
"4160","Comet","Data Analytics and Management",NULL,NULL,NULL,"Track, compare, and reproduce your ML experiments with Comet's machine learning platform. Leverage insights to build better models, faster."
"4161","ConnexAI","Data Analytics and Management",NULL,NULL,NULL,"ConnexAI is a multi-award winning omnichannel customer engagement platform, driving the future of contact centres with next-gen technology."
"4162","Covariant","Data Analytics and Management",NULL,NULL,NULL,"Address the change and scale of your warehouse operations with robotic automation, built by the world’s leading AI research scientists."
"4163","Craft AI","Data Analytics and Management",NULL,NULL,NULL,"Craft AI provides an MLOps & LLMOps platform for industrialization of AI models."
"4164","Cowork AI","Data Analytics and Management",NULL,NULL,NULL,"Cowork AI provides generative AI solutions for various applications."
"4165","Cortical.io","Data Analytics and Management",NULL,NULL,NULL,"Cortical.io helps automate business processes with intelligent document processing software leveraging NLP and AI."
"4166","CrushBank","Data Analytics and Management",NULL,NULL,NULL,"CrushBank is an award-winning AI system designed to speed access to company and IT support information through a client-specific private data lake."
"4167","Crux","Data Analytics and Management",NULL,NULL,NULL,"Delight your enterprise accounts with instant answers & insights from their business data."
"4168","DataIsland","Data Analytics and Management",NULL,NULL,NULL,"DataIsland simplifies tasks and replaces entire teams with AI, offering cost-effective AI solutions for various industries."
"4169","Cycorp","Data Analytics and Management",NULL,NULL,NULL,"CYC is Machine Reasoning AI that uses codified human common sense for human-like cognitive processing."
"4170","DALPHA","Data Analytics and Management",NULL,NULL,NULL,"Simple, Fast, Affordable AI services. Free AI Consulting, demo production. Implement AI services in 2 weeks with 50% cost savings."
"4171","Dappier","Data Analytics and Management",NULL,NULL,NULL,"Monetize your content on Dappier's marketplace by licensing to AI companies and embedding AI-powered widgets for your sites and apps."
"4172","DatologyAI","Data Analytics and Management",NULL,NULL,NULL,"DatologyAI provides automated data curation tools for training GenAI models, leveraging advanced research to remove redundant or harmful data points."
"4173","DataCebo","Data Analytics and Management",NULL,NULL,NULL,"DataCebo is a comprehensive generative AI platform offering enterprise-wide access to synthetic data."
"4174","Datatron","Data Analytics and Management",NULL,NULL,NULL,"Datatron's MLOps Platform is designed for data scientists to massively scale in production and integrates with enterprise security."
"4175","Data Kinetic","Data Analytics and Management",NULL,NULL,NULL,"Data Kinetic is a platform agnostic industry-focused applied AI research, development, and advisory company."
"4176","C&R Wise AI","Data Analytics and Management",NULL,NULL,NULL,"Harness edge computing and perception-based AI to create and realize live analytics and machine learning predictions with unparalleled accuracy."
"4177","Datumix","Data Analytics and Management",NULL,NULL,NULL,"Datumix is focused on leveraging AI for the whole value chain of product fulfillment from warehouse, distribution, to eCommerce solutions."
"4178","DeepMind","Data Analytics and Management",NULL,NULL,NULL,"Artificial intelligence could be one of humanity’s most useful inventions. We research and build safe artificial intelligence systems."
"4179","Deep Data Insight","Data Analytics and Management",NULL,NULL,NULL,"Exploring the frontiers of Artificial Intelligence, Data Science, and Blockchain to innovate the technologies needed for the human race to advance."
"4180","Defined.ai","Data Analytics and Management",NULL,NULL,NULL,"Explore the largest AI training data marketplace with smart data for ethical AI, buy, sell, or commission top-quality training datasets."
"4181","DEEPX","Data Analytics and Management",NULL,NULL,NULL,"DEEPX pioneers the future of on-device AI with its semiconductors."
"4182","deepsense.ai","Data Analytics and Management",NULL,NULL,NULL,"deepsense.ai is an AI development company that drives industry changes with advanced technology."
"4183","DFKI","Data Analytics and Management",NULL,NULL,NULL,"Deutsches Forschungszentrum für Künstliche Intelligenz GmbH, DFKI    Geschäftsführung: Prof. Dr. Dr. h.c. mult. Wolfgang Wahlster (Vorsitzender)  Dr. Walter Olthoff    Vorsitzender des Aufsichtsrats:  Prof. Dr. h.c. Hans A. Aukes    Registergericht: Am..."
"4184","Determined AI","Data Analytics and Management",NULL,NULL,NULL,"Open source deep learning training platform that enables data scientists to train better models, with built-in hyperparameter tuning and distributed training."
"4185","DeepCast","Data Analytics and Management",NULL,NULL,NULL,"We help engineers and scientists with AI to build practical models faster than traditional tools, requiring significantly less data."
"4186","Dialect","Data Analytics and Management",NULL,NULL,NULL,"Dialect is an AI copilot for vendor questionnaires like RFPs, DDQs, and security reviews. They use LLMs trained on the best of your content to cut 80% of the time needed for every questionnaire."
"4187","Digica","Data Analytics and Management",NULL,NULL,NULL,"Digica is an international AI powered software solutions company developing smart intelligent software solutions for Cloud, IoT and Embedded."
"4188","Digital Reasoning","Data Analytics and Management",NULL,NULL,NULL,"At Digital Reasoning, we are writing the next great chapter in technology. Learn more about our artificial intelligence solutions on our website."
"4189","Discovery Machine","Data Analytics and Management",NULL,NULL,NULL,"Discovery Machine leverages a wide range of AI techniques from knowledge acquisition to machine learning for training, decision support, and automation."
"4190","DLabs.AI","Data Analytics and Management",NULL,NULL,NULL,"Custom-built, AI software that will send you way ahead of the game. Do you want to see what AI can do with your data? Let's talk!"
"4191","Directing Intelligence in Business","Data Analytics and Management",NULL,NULL,NULL,"Directing Intelligence in Business specializes in AI solutions, focusing on data analysis through machine learning and business intelligence."
"4192","Disruptica","Data Analytics and Management",NULL,NULL,NULL,"We specialize in developing digital employees and AI apps, helping you do more with less."
"4193","Docugami","Data Analytics and Management",NULL,NULL,NULL,"AI-Powered Document Engineering to extract, analyze, and automate information from legacy business documents."
"4194","DreamQuark","Data Analytics and Management",NULL,NULL,NULL,"DreamQuark provides banks, insurers, and wealth managers in Europe and Asia with AI engines to enhance advisor and client satisfaction."
"4195","DopikAI","Data Analytics and Management",NULL,NULL,NULL,"DopikAI provides customizable AI software solutions and machine learning development services with the goal of delighting consumers and enhancing enterprises."
"4196","EBO","Data Analytics and Management",NULL,NULL,NULL,"At EBO, bespoke AI technology powers customer engagement. Discover EBO's virtual assistant and start your AI journey here."
"4197","EdgeImpulse, Inc.","Data Analytics and Management",NULL,NULL,NULL,"Edge Impulse is the leading development platform for machine learning on edge devices, free for developers and trusted by enterprises."
"4198","Eilla AI","Data Analytics and Management",NULL,NULL,NULL,"AI Platform to Power the M&A, VC and PE Deal Workflow."
"4199","eesel","Data Analytics and Management",NULL,NULL,NULL,"Eesel is an AI tool that provides instant answers to any company-related question, integrating seamlessly with your Slack or Microsoft Teams help desk or website. It can be trained on your help center, Google Docs, Confluence, Notion, Sharepoint, and any other app, offering automatic responses in your team chat and help desk."
"4200","EdgeRunner AI","Data Analytics and Management",NULL,NULL,NULL,"At EdgeRunner AI, our mission is to build Generative Artificial Intelligence (AI) for the Edge that is safe, secure, and transparent."
"4201","Elemental Cognition","Data Analytics and Management",NULL,NULL,NULL,"Deploy neuro-symbolic AI applications that communicate in natural language but solve problems using transparent, provably correct formal reasoning."
"4202","Elevate.ai","Data Analytics and Management",NULL,NULL,NULL,"Elevate.ai produces an advanced Emotion AI product that integrates tone of voice, body language, and transcript analysis to understand customer emotions."
"4203","ELUTIONS","Data Analytics and Management",NULL,NULL,NULL,"Elutions is a global, US-based AI company empowering corporations to optimize activity, transform performance and gain a competitive edge."
"4204","Ema","Data Analytics and Management",NULL,NULL,NULL,"Ema, a Universal AI Employee enhancing productivity across all roles and industries. Simple, accurate, and trusted. Integrates with 100s of enterprise apps."
"4205","Empolis","Data Analytics and Management",NULL,NULL,NULL,"Empolis is a software company specializing in content and knowledge management with a focus on 'Smart Information Management'."
"4206","Ensemble AI","Data Analytics and Management",NULL,NULL,NULL,"Discover how a novel representation learning algorithm can increase the predictive power of your data in any domain and with any model."
"4207","Enterprise Bot","Data Analytics and Management",NULL,NULL,NULL,"Discover cutting-edge chat, email, and voice technology powered with LLM's and ChatGPT to transform conversational automation for your enterprise."
"4208","Eta Compute","Data Analytics and Management",NULL,NULL,NULL,"SaaS No-code toolchain for embedded inference. Create optimal ML models for the low power chips you select."
"4209","Epoxy.ai","Data Analytics and Management",NULL,NULL,NULL,"Epoxy.ai is an AI/ML-based personalization technology company for sports leagues, betting companies, and media entities."
"4210","Essential AI","Data Analytics and Management",NULL,NULL,NULL,"Essential AI deepens the partnership between humans and computers to unlock collaborative capabilities and increase productivity."
"4211","Ethical AI","Data Analytics and Management",NULL,NULL,NULL,"AI technology governance and data centre management for enterprises and start-ups."
"4212","Everseen","Data Analytics and Management",NULL,NULL,NULL,"Visual AI™ platform transforming business and empowering end-to-end visibility through adaptive and orchestrated retail intelligence."
"4213","Evotegra","Data Analytics and Management",NULL,NULL,NULL,"Evotegra GmbH is provider of innovative solutions using Artificial Intelligence in the area of automotive, industry and banking."
"4214","Expedera","Data Analytics and Management",NULL,NULL,NULL,"Scalable Neural Engine Semiconductor IP with best performance, power and latency while reducing cost and complexity."
"4215","Explosion AI","Data Analytics and Management",NULL,NULL,NULL,"Explosion is a software company specializing in developer tools for Artificial Intelligence and Natural Language Processing. We’re the makers of spaCy, one of the leading open-source libraries for advanced NLP."
"4216","F8 Federal","Data Analytics and Management",NULL,NULL,NULL,"F8 Federal is an Appen company offering advanced geospatial and audio data labeling platforms for defense and intelligence applications."
"4217","Expert.ai","Data Analytics and Management",NULL,NULL,NULL,"Expert.ai transforms text data into knowledge and insight through its deep Natural Language Processing and Understanding."
"4218","Expressive","Data Analytics and Management",NULL,NULL,NULL,"Espressive is the pioneer in AI for enterprise service management. Barista, our VSA, redefines how employees get help, reducing help desk call volume by 30-50%."
"4219","Faculty","Data Analytics and Management",NULL,NULL,NULL,"We help our customers implement AI transformation with bespoke consultancy and Frontier, the AI operating system for intelligent decisions."
"4220","FatBrain","Data Analytics and Management",NULL,NULL,NULL,"FatBrain provides AI-driven solutions to connect SaaS, on-premise and cloud applications for better business decision making."
"4221","FedML AI Platform","Data Analytics and Management",NULL,NULL,NULL,"FedML offers an innovative platform for collaborative and decentralized machine learning across various industries."
"4222","Evolv AI","Data Analytics and Management",NULL,NULL,NULL,"Evolv AI provides AI-driven UX recommendations and automates experience optimization for users."
"4223","Feedzai","Data Analytics and Management",NULL,NULL,NULL,"The most advanced machine learning technology to manage financial risk for the world’s largest banks, merchants, and processors."
"4224","Fetch.ai","Data Analytics and Management",NULL,NULL,NULL,"Fetch.ai open platform provides tools to build innovative AI apps and services. Join the community and unlock the AI potential of your products."
"4225","Flokzu","Data Analytics and Management",NULL,NULL,NULL,"Flokzu is a cloud Business Process Automation platform designed for citizen developers who want to automate their business processes."
"4226","FlexAI","Data Analytics and Management",NULL,NULL,NULL,"We are unlocking the future of Machine Intelligence by rearchitecting the compute infrastructure."
"4227","FireDesktop","Data Analytics and Management",NULL,NULL,NULL,"We power up your decision-making processes with AI, adding value to unstructured data and boosting the efficiency of your business."
"4228","Flower","Data Analytics and Management",NULL,NULL,NULL,"A unified approach to federated learning, analytics, and evaluation. Federate any workload, any ML framework, and any programming language."
"4229","forml","Data Analytics and Management",NULL,NULL,NULL,"Discover how our platform can help your business harness the power of Machine Learning and drive growth."
"4230","Forwrd","Data Analytics and Management",NULL,NULL,NULL,"Forwrd is a revolutionary AI-powered platform that helps businesses unlock powerful insights from their data, automate lead scoring, and enhance customer retention with real-time notifications and laser-sharp dashboards. It helps teams uncover opportunities and mitigate risks, ensuring unparalleled GTM performance."
"4231","Fractal Analytics","Data Analytics and Management",NULL,NULL,NULL,"Fractal Analytics helps global Fortune 100 companies power every human decision in the enterprise by bringing analytics and AI to the decision."
"4232","Freeday","Data Analytics and Management",NULL,NULL,NULL,"Empower your team with AI automation to free them from routine tasks and unlock their true potential."
"4233","Forward Edge-AI","Data Analytics and Management",NULL,NULL,NULL,"Forward Edge-AI is at the forefront of a revolution in responsible and inclusive Artificial Intelligence (AI) for the betterment of humanity."
"4234","Front AI","Data Analytics and Management",NULL,NULL,NULL,"Front AI provides a full range of services around Conversational AI based Virtual Agents and Service Bots."
"4235","FRIDAY","Data Analytics and Management",NULL,NULL,NULL,"The world’s first artificial intelligence (AI)-driven platform for complete automation and monitoring of your IT workplace environment."
"4236","Fusemachines","Data Analytics and Management",NULL,NULL,NULL,"Unleash your AI Transformation with AI Products and AI Solutions."
"4237","FuriosaAI","Data Analytics and Management",NULL,NULL,NULL,"The most efficient data center accelerator for high-performance LLM and multimodal deployment."
"4238","GaiaNet","Data Analytics and Management",NULL,NULL,NULL,"A distributed and decentralized network of GaiaNodes for AI inferencing."
"4239","Galaksiya","Data Analytics and Management",NULL,NULL,NULL,"Discover Galaksiya AI: Empowering futures through cutting-edge AI innovation."
"4240","Got It AI","Data Analytics and Management",NULL,NULL,NULL,"Enterprise ready generative AI chatbots, created with ease. Fact and private info checking included."
